term,log_odds,scope
building supervisor,-2.7838648112153472,overall
building work,-3.9440349928828904,overall
building works,-2.815117354719452,overall
buildings,-2.9311895259722056,overall
buildings broad,-2.7838648112153472,overall
buildings building,-3.2358499349584045,overall
buildings premises,-3.1066382034783984,overall
buildings supervisor,-2.874836589421074,overall
burden,2.0185155440604494,overall
burdens,4.021857742201638,overall
burdon,2.684195329919784,overall
burdons,1.6957421517973983,overall
burial,-2.874836589421074,overall
bursar,0.44662217458053155,overall
bursar account,-0.976105000640851,overall
bursar christ,-2.7838648112153472,overall
bursar college,-0.10706715361724163,overall
bursar fee,3.4795334513762763,overall
bursar house,1.3592699151761853,overall
bursar increment,4.303708894342626,overall
bursar mr,0.4613283219702269,overall
bursar relating,-2.7838648112153472,overall
bursary,-1.7226400546188578,overall
burton,0.4970464045723061,overall
busby,2.5488539820500216,overall
bush,-1.3487802859260247,overall
bush ironmonger,-3.5894899752019827,overall
bush pilcher,-2.874836589421074,overall
bushels,-3.1066382034783984,overall
bushels riddling,-4.688102263870093,overall
bushey,1.491537883753936,overall
bushey investment,3.205096605674516,overall
bushey tenements,1.7387595368810893,overall
business,-2.589222770033352,overall
buskey,1.4844330581301914,overall
butler,-0.8879650827346952,overall
butt,-2.683781352658365,overall
buttery,-2.5054445865020987,overall
buttery account,-3.709634287044046,overall
buttery bills,-4.688102263870093,overall
buttery book,-3.7466755587243954,overall
buttery books,-3.452914440196232,overall
buttery fund,0.4613283219702269,overall
buttery kitchen,-1.6852525225472377,overall
butts,-2.7838648112153472,overall
cadlington,4.303708894342626,overall
caesar,-3.3502602861361486,overall
caesar scholar,-3.2358499349584045,overall
caesarean,-3.3502602861361486,overall
caesarean scholar,-3.2358499349584045,overall
