year,language,n_entries,total,share,era
1816,latin,5.0,155.0,0.03225806451612903,industrial_1760_1840
1816,mixed,25.0,155.0,0.16129032258064516,industrial_1760_1840
1817,english,247.0,340.0,0.7264705882352941,industrial_1760_1840
1817,latin,50.0,340.0,0.14705882352941177,industrial_1760_1840
1817,mixed,43.0,340.0,0.1264705882352941,industrial_1760_1840
1818,english,39.0,65.0,0.6,industrial_1760_1840
1818,latin,18.0,65.0,0.27692307692307694,industrial_1760_1840
1818,mixed,8.0,65.0,0.12307692307692308,industrial_1760_1840
1819,english,112.0,158.0,0.7088607594936709,industrial_1760_1840
1819,latin,28.0,158.0,0.17721518987341772,industrial_1760_1840
1819,mixed,18.0,158.0,0.11392405063291139,industrial_1760_1840
1820,english,123.0,185.0,0.6648648648648648,industrial_1760_1840
1820,latin,25.0,185.0,0.13513513513513514,industrial_1760_1840
1820,mixed,37.0,185.0,0.2,industrial_1760_1840
1821,english,148.0,213.0,0.6948356807511737,industrial_1760_1840
1821,latin,29.0,213.0,0.13615023474178403,industrial_1760_1840
1821,mixed,36.0,213.0,0.16901408450704225,industrial_1760_1840
1822,english,141.0,192.0,0.734375,industrial_1760_1840
1822,latin,41.0,192.0,0.21354166666666666,industrial_1760_1840
1822,mixed,10.0,192.0,0.052083333333333336,industrial_1760_1840
1823,english,197.0,253.0,0.7786561264822134,industrial_1760_1840
1823,latin,44.0,253.0,0.17391304347826086,industrial_1760_1840
1823,mixed,12.0,253.0,0.04743083003952569,industrial_1760_1840
1824,english,162.0,242.0,0.6694214876033058,industrial_1760_1840
1824,latin,45.0,242.0,0.1859504132231405,industrial_1760_1840
1824,mixed,35.0,242.0,0.1446280991735537,industrial_1760_1840
1825,english,155.0,210.0,0.7380952380952381,industrial_1760_1840
1825,latin,38.0,210.0,0.18095238095238095,industrial_1760_1840
1825,mixed,17.0,210.0,0.08095238095238096,industrial_1760_1840
1826,english,146.0,198.0,0.7373737373737373,industrial_1760_1840
1826,latin,19.0,198.0,0.09595959595959595,industrial_1760_1840
1826,mixed,33.0,198.0,0.16666666666666666,industrial_1760_1840
1827,english,173.0,228.0,0.7587719298245614,industrial_1760_1840
1827,latin,33.0,228.0,0.14473684210526316,industrial_1760_1840
1827,mixed,22.0,228.0,0.09649122807017543,industrial_1760_1840
1828,english,165.0,236.0,0.6991525423728814,industrial_1760_1840
1828,latin,47.0,236.0,0.19915254237288135,industrial_1760_1840
1828,mixed,24.0,236.0,0.1016949152542373,industrial_1760_1840
1829,english,179.0,240.0,0.7458333333333333,industrial_1760_1840
1829,latin,37.0,240.0,0.15416666666666667,industrial_1760_1840
1829,mixed,24.0,240.0,0.1,industrial_1760_1840
