year,balance_sheet,expenditure,income,total_real,era,yoy_pct_change
1879,0.0,343.3264290126821,1491.603528471238,1834.9299574839201,late_industrial,55.9040054127067
1880,0.0,262.61650219298247,167.15666118421052,429.773163377193,late_industrial,-76.57822514563425
1881,0.0,359.3518724097099,2330.1399913040264,2689.491863713736,late_industrial,525.7933470250881
1882,0.0,63.87233962829736,3871.1897669364507,3935.062106564748,late_industrial,46.3124748453817
1883,0.0,3848.6950705828776,6414.835686095932,10263.53075667881,late_industrial,160.82258624473718
1884,0.0,3431.2081988007385,4531.442189421894,7962.6503882226325,late_industrial,-22.41801990956105
1885,0.0,284.3092873831776,3002.557924454829,3286.8672118380064,late_industrial,-58.72144259027705
1886,0.0,315.16828440656565,5114.455097853535,5429.623382260101,late_industrial,65.19144316827668
1889,3662.9273504273506,4217.324642504931,4561.932425213675,8779.257067718605,late_industrial,61.69182371658726
1891,4006.460831210785,8496.660868484812,15901.019341078048,24397.68020956286,late_industrial,177.90142174186144
1892,4492.520377917747,4120.255444403278,9276.565909184472,13396.82135358775,late_industrial,-45.0897739518007
1893,8089.343809465348,8040.740797577396,12311.971845395208,20352.712642972605,late_industrial,51.92195302001266
1894,3964.40484907656,3581.3832275648847,5073.109897485965,8654.493125050849,late_industrial,-57.47744648652976
1895,3816.3431402284905,3776.349711859266,2937.0008088160953,6713.350520675362,late_industrial,-22.429304366269076
1896,2246.1529570216703,1392.074237124593,5634.495738350823,7026.569975475416,late_industrial,4.665620450405816
1897,1976.8446349701223,1393.6462018106602,3885.559685832484,5279.205887643144,late_industrial,-24.86795255624058
1898,1478.6550230487999,1099.323438245112,5834.855845652519,6934.179283897631,late_industrial,31.34890798876071
1899,1591.531835871906,604.081471384263,555.2806258519529,1159.362097236216,late_industrial,-83.28047127468342
1900,2465.1713808681993,2815.456197210764,540.1983893144766,3355.6545865252406,late_industrial,189.43973539627783
