year,income,expenditure,trad_income,new_income,committed_exp,discretionary_exp,hi_spend,hi_share,arrears,balance_items,n_balance_rows,n_inc_rows,income_incomplete,observed
1878,3011.1787791747956,2443.1904400606977,351.3632216923188,2659.815557482477,1022.9175699111206,1420.272870149577,1075.138648023701,0.4400551960235203,,,,75.0,False,True
1879,2193.092726843272,1543.7243359133688,405.9093262836585,1787.1834005596133,713.1300192594208,830.594316653948,372.49491260583596,0.24129626251272607,,0.0,1.0,56.0,False,True
1880,1897.4198190789473,2341.4587902046783,136.46975511695905,1760.9500639619882,1490.8534356725145,850.6053545321638,593.672331871345,0.25354805916505124,,,,49.0,False,True
1881,8107.636383399942,5723.520065497336,192.51637433392543,7915.120009066017,3605.816820233866,2117.70324526347,646.1894982238011,0.1129007133423322,,805.3402762359385,1.0,126.0,False,True
1882,7801.045296575239,3166.585871927458,654.6434727218225,7146.401823853417,706.3298579886091,2460.256013938849,401.843759367506,0.12690126704914184,,1120.142362672362,1.0,82.0,False,True
1883,12080.005787037036,11486.02810033394,2918.2082953855493,9161.797491651487,6603.53815649666,4882.48994383728,1408.175850030358,0.12259902533143005,,1034.458959471767,7.0,52.0,False,True
1884,15233.221863468636,13904.390567343175,3875.6678582410823,11357.554005227554,2707.5597709102094,11196.830796432965,7035.838522447724,0.5060155990563576,,2324.622347785978,2.0,56.0,False,True
1885,9841.824863707165,7670.976927570094,2556.7294587227416,7285.095404984423,4339.578465732087,3331.3984618380064,991.6569314641746,0.1292738774770762,,,,28.0,False,True
1886,8728.749901357323,9549.03774068813,2498.7250434027774,6230.024857954546,5761.124427872474,3787.9133128156564,1106.3811947601012,0.11586310838901054,,,,35.0,False,True
1887,9606.411663089848,11364.503923060112,2494.917616048926,7111.494047040922,6084.46948489767,5280.034438162443,2618.5277368420398,0.230412849920241,,,,,False,False
1888,10484.073424822373,13179.970105432094,2491.110188695074,7992.963236127298,6407.814541922865,6772.155563509228,4130.674278923978,0.31340543611866994,,,,,False,False
1889,11361.735186554897,14995.436287804076,2487.302761341223,8874.432425213674,6731.15959894806,8264.276688856015,5642.8208210059165,0.3763025438343047,,155.49237754766602,6.0,57.0,False,True
1890,19997.97895978467,34305.14473477819,3538.2624365609436,16459.71652322372,11295.249665494615,23009.89506928357,18812.199325621717,0.5483783692231478,,,,,False,False
1891,28634.222733014434,53614.853181752296,4589.222111780664,24045.00062123377,15859.339732041168,37755.51344971113,31981.577830237522,0.5965059294636358,,4969.051557225985,10.0,100.0,False,True
1892,16627.84827713968,17725.605676999712,2494.118191922935,14133.730085216746,10505.686262401712,7219.919414598,3379.723971841423,0.19066902612117032,,1109.842637190729,11.0,65.0,False,True
1893,25396.53540809854,19920.56963967835,4146.353814989871,21250.18159310867,9933.08677592945,9987.482863748899,5558.715957686249,0.27904402626189173,,3826.683444846848,11.0,96.0,False,True
1894,9087.358127898462,8300.0798348385,2336.6792775201366,6750.6788503783255,3995.3217801643477,4304.758054674152,837.8106948173458,0.10094007666055753,,,,40.0,False,True
1895,8675.2906682843,9515.134971185927,1935.3073501162673,6739.983318168033,4381.1217268223645,5134.013244363563,1482.744414113841,0.15583009790233568,,,,27.0,False,True
1896,8748.791360109357,5988.167390342943,1792.6717726048328,6956.119587504524,3348.6134563583005,2639.5539339846423,1057.8488722711375,0.17665653000567746,,,,28.0,False,True
1897,7742.445590263205,3326.0237424306015,854.1779083478226,6888.267681915383,1498.2063273177848,1827.8174151128167,678.0532406019545,0.20386301876078752,,,,33.0,False,True
1898,14121.483071053886,8801.236389286281,1371.7960181211254,12749.68705293276,3984.5339572405023,4816.702432045779,783.8280877443967,0.08905886094578125,,,,30.0,False,True
1899,2413.0390762361963,2787.258736837947,582.7258539283669,1830.3132223078294,1419.7633299749107,1367.4954068630361,1033.0063810031806,0.37061732638968864,,,,27.0,False,True
1900,3935.7002553525836,6703.378511098017,1908.3480652131213,2027.3521901394622,3230.1242388528776,3473.2542722451394,2433.802298173247,0.36307099384942665,,,,28.0,False,True
