year,n_entries,n_arrears,amount_arrears,amount_total,arrears_rate,arrears_amount_share,era
1872,223.0,0.0,0.0,25326.077083333334,0.0,0.0,post_1840
1873,458.0,0.0,0.0,78043.60104166667,0.0,0.0,post_1840
1876,301.0,0.0,0.0,22099.601041666665,0.0,0.0,post_1840
1877,247.0,3.0,74.0625,18459.48125,0.012145748987854251,0.0040121658348335225,post_1840
1878,239.0,0.0,0.0,10084.19375,0.0,0.0,post_1840
1879,255.0,1.0,5.304166666666666,6942.514583333334,0.00392156862745098,0.0007640123190234565,post_1840
1880,241.0,0.0,0.0,7817.914583333333,0.0,0.0,post_1840
1881,316.0,0.0,0.0,26493.208333333332,0.0,0.0,post_1840
1882,286.0,1.0,3.475,22548.275,0.0034965034965034965,0.00015411378475737057,post_1840
1883,170.0,0.0,0.0,60371.5125,0.0,0.0,post_1840
1884,157.0,0.0,0.0,88015.06666666667,0.0,0.0,post_1840
1885,54.0,0.0,0.0,30058.091666666667,0.0,0.0,post_1840
1886,73.0,0.0,0.0,30882.15,0.0,0.0,post_1840
1889,173.0,0.0,0.0,71853.25833333333,0.0,0.0,post_1840
1891,316.0,0.0,0.0,222713.39479166665,0.0,0.0,post_1840
1892,198.0,0.0,0.0,93378.37916666667,0.0,0.0,post_1840
1893,289.0,0.0,0.0,185849.6125,0.0,0.0,post_1840
1894,91.0,0.0,0.0,68584.15416666667,0.0,0.0,post_1840
1895,87.0,0.0,0.0,78776.4,0.0,0.0,post_1840
1896,91.0,0.0,0.0,65392.88333333333,0.0,0.0,post_1840
1897,87.0,0.0,0.0,54197.5125,0.0,0.0,post_1840
1898,88.0,0.0,0.0,80727.7125,0.0,0.0,post_1840
1899,86.0,0.0,0.0,53991.25,0.0,0.0,post_1840
1900,86.0,0.0,0.0,74013.83333333333,0.0,0.0,post_1840
